,localidade,rede,ideb_2015,ideb_2017,ideb_2019,ideb_2021,ideb_2023,meta_2015,meta_2017,meta_2019,meta_2021,anos,cod,6_ao_9_ano,1_ao_5_ano,ensino_médio
325,Auriflama,Pública,6.9,6.7,7.2,6.7,6.8,"6,6","6,8",7,"7,2",1º ao 5º ano,3504206.0,False,True,False
326,Auriflama,Pública,5.4,5.3,5.6,5.5,5.7,"5,7","5,9","6,2","6,4",6º ao 9º ano,3504206.0,True,False,False
330,Avaí,Estadual,4.1,4.8,4.9,4.8,4.8,"5,2","5,5","5,7","5,9",6º ao 9º ano,3504305.0,True,False,False
331,Avaí,Municipal,6.1,6.5,5.6,5.5,5.5,"5,7",6,"6,3","6,5",1º ao 5º ano,3504305.0,False,True,False
332,Avaí,Pública,6.0,6.5,5.6,5.4,5.5,"5,8",6,"6,3","6,5",1º ao 5º ano,3504305.0,False,True,False
333,Avaí,Pública,4.1,4.8,4.9,4.8,4.8,"5,2","5,5","5,7","5,9",6º ao 9º ano,3504305.0,True,False,False
336,Avanhandava,Estadual,4.8,4.7,4.8,5.1,4.8,5,"5,2","5,5","5,7",6º ao 9º ano,3504404.0,True,False,False
337,Avanhandava,Municipal,6.1,6.5,6.7,7.1,7.2,"5,6","5,8","6,1","6,4",1º ao 5º ano,3504404.0,False,True,False
338,Avanhandava,Pública,6.1,6.5,6.7,7.1,7.2,"5,6","5,8","6,1","6,4",1º ao 5º ano,3504404.0,False,True,False
339,Avanhandava,Pública,4.8,4.7,4.8,5.1,4.8,5,"5,2","5,5","5,7",6º ao 9º ano,3504404.0,True,False,False
344,Avaré,Estadual,5.0,5.0,5.3,5.2,4.9,"5,2","5,5","5,7","5,9",6º ao 9º ano,3504503.0,True,False,False
345,Avaré,Municipal,6.3,6.3,6.2,5.6,6.3,"5,8","6,1","6,3","6,6",1º ao 5º ano,3504503.0,False,True,False
346,Avaré,Pública,6.3,6.3,6.2,5.6,6.3,"5,8","6,1","6,3","6,6",1º ao 5º ano,3504503.0,False,True,False
347,Avaré,Pública,5.0,5.0,5.3,5.2,4.9,"5,2","5,5","5,7","5,9",6º ao 9º ano,3504503.0,True,False,False
350,Bady Bassitt,Estadual,4.6,4.7,5.4,5.8,5.5,"6,1","6,3","6,5","6,7",6º ao 9º ano,3504602.0,True,False,False
352,Bady Bassitt,Municipal,6.7,7.1,6.9,5.9,6.7,"6,3","6,6","6,8",7,1º ao 5º ano,3504602.0,False,True,False
353,Bady Bassitt,Pública,6.7,7.1,6.9,5.9,6.7,"6,3","6,6","6,8",7,1º ao 5º ano,3504602.0,False,True,False
354,Bady Bassitt,Pública,4.9,5.4,5.4,5.4,5.2,"6,1","6,3","6,5","6,7",6º ao 9º ano,3504602.0,True,False,False
364,Bálsamo,Estadual,4.7,4.9,5.3,5.5,5.4,6,"6,2","6,5","6,7",6º ao 9º ano,3504800.0,True,False,False
365,Bálsamo,Municipal,6.4,6.6,7.1,6.9,7.9,"6,3","6,6","6,8",7,1º ao 5º ano,3504800.0,False,True,False
366,Bálsamo,Pública,6.4,6.6,7.1,6.9,7.9,"6,3","6,6","6,8",7,1º ao 5º ano,3504800.0,False,True,False
367,Bálsamo,Pública,4.7,4.9,5.3,5.5,5.4,6,"6,2","6,5","6,7",6º ao 9º ano,3504800.0,True,False,False
370,Bananal,Municipal,4.7,3.8,4.3,4.8,4.0,"5,1","5,3","5,6","5,8",6º ao 9º ano,3504909.0,True,False,False
371,Bananal,Municipal,5.6,5.4,5.5,5.1,5.6,"5,4","5,7","5,9","6,2",1º ao 5º ano,3504909.0,False,True,False
372,Bananal,Pública,5.6,5.4,5.5,5.1,5.6,"5,4","5,7","5,9","6,2",1º ao 5º ano,3504909.0,False,True,False
373,Bananal,Pública,4.7,3.8,4.3,4.8,4.0,"5,1","5,3","5,6","5,8",6º ao 9º ano,3504909.0,True,False,False
377,Barão de Antonina,Estadual,5.0,5.2,5.0,5.7,5.2,"5,2","5,5","5,7",6,6º ao 9º ano,3505005.0,True,False,False
378,Barão de Antonina,Municipal,6.0,7.3,6.6,6.1,6.2,"6,4","6,6","6,8","7,1",1º ao 5º ano,3505005.0,False,True,False
379,Barão de Antonina,Pública,6.0,7.3,6.6,6.1,6.2,"6,4","6,6","6,8","7,1",1º ao 5º ano,3505005.0,False,True,False
380,Barão de Antonina,Pública,5.0,5.2,5.0,5.7,5.2,"5,2","5,5","5,7",6,6º ao 9º ano,3505005.0,True,False,False
383,Barbosa,Estadual,3.8,4.4,4.7,4.8,4.7,"4,7","4,9","5,2","5,4",6º ao 9º ano,3505104.0,True,False,False
384,Barbosa,Municipal,5.7,6.4,7.0,6.4,6.3,"5,7",6,"6,2","6,5",1º ao 5º ano,3505104.0,False,True,False
385,Barbosa,Pública,5.7,6.4,7.0,6.4,6.3,"5,7",6,"6,2","6,5",1º ao 5º ano,3505104.0,False,True,False
386,Barbosa,Pública,3.8,4.4,4.7,4.8,4.7,"4,7","4,9","5,2","5,4",6º ao 9º ano,3505104.0,True,False,False
390,Bariri,Estadual,6.0,6.1,5.7,5.7,5.1,"5,1","5,3","5,5","5,8",6º ao 9º ano,3505203.0,True,False,False
391,Bariri,Municipal,4.8,5.5,5.5,5.1,5.4,"6,3","6,5","6,7","6,9",6º ao 9º ano,3505203.0,True,False,False
392,Bariri,Municipal,6.1,6.6,6.8,6.2,7.0,7,"7,2","7,4","7,5",1º ao 5º ano,3505203.0,False,True,False
393,Bariri,Pública,6.1,6.6,6.8,6.2,7.0,"6,3","6,5","6,7","6,9",1º ao 5º ano,3505203.0,False,True,False
394,Bariri,Pública,5.2,5.7,5.6,5.4,5.3,"5,3","5,5","5,8",6,6º ao 9º ano,3505203.0,True,False,False
397,Barra Bonita,Estadual,4.9,5.1,5.4,5.2,5.4,"5,6","5,8",6,"6,3",6º ao 9º ano,3505302.0,True,False,False
398,Barra Bonita,Municipal,6.7,6.7,6.5,6.3,7.3,"6,5","6,8",7,"7,2",1º ao 5º ano,3505302.0,False,True,False
399,Barra Bonita,Pública,6.7,6.7,6.5,6.3,7.3,"6,5","6,8",7,"7,2",1º ao 5º ano,3505302.0,False,True,False
400,Barra Bonita,Pública,4.9,5.1,5.4,5.2,5.4,"5,6","5,8",6,"6,3",6º ao 9º ano,3505302.0,True,False,False
403,Barra do Chapéu,Estadual,4.8,4.8,4.9,5.3,4.9,"5,3","5,6","5,8","6,1",6º ao 9º ano,3505351.0,True,False,False
406,Barra do Chapéu,Pública,4.8,4.8,4.9,5.3,4.9,"5,3","5,6","5,8","6,1",6º ao 9º ano,3505351.0,True,False,False
411,Barra do Turvo,Municipal,5.1,5.9,5.5,6.1,5.9,5,"5,3","5,6","5,8",1º ao 5º ano,3505401.0,False,True,False
412,Barra do Turvo,Pública,5.1,5.9,5.5,6.1,5.9,6,"6,2","6,5","6,7",1º ao 5º ano,3505401.0,False,True,False
418,Barretos,Estadual,5.1,5.1,5.7,5.5,5.5,"5,4","5,6","5,9","6,1",6º ao 9º ano,3505500.0,True,False,False
419,Barretos,Municipal,4.7,5.0,5.1,5.3,5.4,"4,7","4,9","5,2","5,4",6º ao 9º ano,3505500.0,True,False,False
420,Barretos,Municipal,6.4,6.7,6.7,6.2,7.2,"6,1","6,3","6,5","6,8",1º ao 5º ano,3505500.0,False,True,False
421,Barretos,Pública,6.4,6.7,6.7,6.2,7.2,"6,1","6,3","6,5","6,8",1º ao 5º ano,3505500.0,False,True,False
422,Barretos,Pública,5.0,5.1,5.6,5.5,5.5,"5,4","5,6","5,8","6,1",6º ao 9º ano,3505500.0,True,False,False
426,Barrinha,Municipal,4.6,4.9,5.8,5.5,5.7,"5,1","5,4","5,6","5,9",6º ao 9º ano,3505609.0,True,False,False
427,Barrinha,Municipal,5.9,5.8,6.3,5.7,6.1,"7,4","7,5","7,7","7,8",1º ao 5º ano,3505609.0,False,True,False
428,Barrinha,Pública,5.9,5.8,6.3,5.7,6.1,"7,4","7,5","7,7","7,8",1º ao 5º ano,3505609.0,False,True,False
429,Barrinha,Pública,4.6,4.9,5.8,5.5,5.7,"5,2","5,5","5,7",6,6º ao 9º ano,3505609.0,True,False,False
433,Barueri,Municipal,5.2,5.5,5.8,5.7,5.5,"5,4","5,6","5,9","6,1",6º ao 9º ano,3505708.0,True,False,False
434,Barueri,Municipal,6.3,6.5,6.7,6.4,6.4,"5,8","6,1","6,3","6,6",1º ao 5º ano,3505708.0,False,True,False
435,Barueri,Pública,6.3,6.5,6.7,6.4,6.4,"5,8","6,1","6,3","6,6",1º ao 5º ano,3505708.0,False,True,False
436,Barueri,Pública,5.2,5.5,5.8,5.7,5.5,"5,4","5,6","5,9","6,1",6º ao 9º ano,3505708.0,True,False,False
440,Bastos,Estadual,5.4,5.4,5.5,5.5,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3505807.0,True,False,False
441,Bastos,Pública,6.4,6.7,6.8,6.1,6.1,6,"6,2","6,5","6,7",1º ao 5º ano,3505807.0,False,True,False
442,Bastos,Pública,5.4,5.4,5.5,5.5,5.6,"5,2","5,4","5,7","5,9",6º ao 9º ano,3505807.0,True,False,False
445,Batatais,Estadual,6.6,7.0,7.2,6.7,6.9,"6,9","7,1","7,2","7,4",1º ao 5º ano,3505906.0,False,True,False
446,Batatais,Estadual,5.0,5.1,5.1,5.4,5.2,"5,8",6,"6,2","6,4",6º ao 9º ano,3505906.0,True,False,False
447,Batatais,Municipal,5.0,4.8,5.3,5.2,5.4,5,"5,2","5,5","5,7",6º ao 9º ano,3505906.0,True,False,False
448,Batatais,Municipal,6.2,6.6,6.4,6.1,6.6,"6,1","6,3","6,5","6,8",1º ao 5º ano,3505906.0,False,True,False
449,Batatais,Pública,6.3,6.7,6.6,6.3,6.7,"6,3","6,5","6,8",7,1º ao 5º ano,3505906.0,False,True,False
450,Batatais,Pública,5.0,5.1,5.2,5.4,5.2,"5,7","5,9","6,2","6,4",6º ao 9º ano,3505906.0,True,False,False
453,Bauru,Estadual,6.3,6.4,6.6,5.9,5.9,"6,3","6,6","6,8",7,1º ao 5º ano,3506003.0,False,True,False
454,Bauru,Estadual,4.6,4.4,4.9,5.0,4.9,"5,4","5,7","5,9","6,1",6º ao 9º ano,3506003.0,True,False,False
455,Bauru,Municipal,4.8,4.9,5.0,5.3,5.1,"5,6","5,9","6,1","6,3",6º ao 9º ano,3506003.0,True,False,False
456,Bauru,Municipal,5.9,6.1,6.1,5.6,5.9,"5,7",6,"6,2","6,5",1º ao 5º ano,3506003.0,False,True,False
457,Bauru,Pública,6.2,6.3,6.4,5.7,5.9,"6,2","6,4","6,6","6,9",1º ao 5º ano,3506003.0,False,True,False
458,Bauru,Pública,4.6,4.4,4.9,5.0,4.9,"5,4","5,7","5,9","6,2",6º ao 9º ano,3506003.0,True,False,False
463,Bebedouro,Estadual,4.6,4.9,5.1,5.1,5.0,"5,4","5,7","5,9","6,1",6º ao 9º ano,3506102.0,True,False,False
464,Bebedouro,Municipal,6.2,6.6,6.4,6.2,6.4,"6,1","6,4","6,6","6,8",1º ao 5º ano,3506102.0,False,True,False
465,Bebedouro,Pública,6.2,6.6,6.4,6.2,6.4,"6,1","6,4","6,6","6,8",1º ao 5º ano,3506102.0,False,True,False
466,Bebedouro,Pública,4.6,4.9,5.1,5.1,5.0,"5,4","5,7","5,9","6,1",6º ao 9º ano,3506102.0,True,False,False
472,Bento de Abreu,Estadual,5.0,6.0,5.1,5.6,6.1,"5,4","5,6","5,8","6,1",6º ao 9º ano,3506201.0,True,False,False
473,Bento de Abreu,Pública,5.0,6.0,5.1,5.6,6.1,"5,4","5,6","5,8","6,1",6º ao 9º ano,3506201.0,True,False,False
476,Bernardino de Campos,Estadual,5.5,5.4,5.4,5.4,5.4,"5,7","5,9","6,2","6,4",6º ao 9º ano,3506300.0,True,False,False
477,Bernardino de Campos,Municipal,5.9,6.5,6.6,5.8,6.2,6,"6,2","6,5","6,7",1º ao 5º ano,3506300.0,False,True,False
478,Bernardino de Campos,Pública,5.9,6.5,6.6,5.8,6.2,6,"6,2","6,5","6,7",1º ao 5º ano,3506300.0,False,True,False
479,Bernardino de Campos,Pública,5.5,5.4,5.4,5.4,5.4,"5,7","5,9","6,2","6,4",6º ao 9º ano,3506300.0,True,False,False
482,Bertioga,Estadual,4.4,4.3,5.0,5.0,4.9,"4,7",5,"5,2","5,5",6º ao 9º ano,3506359.0,True,False,False
483,Bertioga,Municipal,5.8,6.1,6.5,6.1,6.3,"5,3","5,5","5,8","6,1",1º ao 5º ano,3506359.0,False,True,False
484,Bertioga,Pública,5.8,6.1,6.5,6.1,6.3,"5,3","5,5","5,8","6,1",1º ao 5º ano,3506359.0,False,True,False
485,Bertioga,Pública,4.4,4.3,5.0,5.0,4.9,"4,7",5,"5,2","5,5",6º ao 9º ano,3506359.0,True,False,False
488,Bilac,Estadual,5.2,5.5,5.9,5.7,5.8,"6,7","6,9",7,"7,2",6º ao 9º ano,3506409.0,True,False,False
489,Bilac,Municipal,7.7,6.6,7.2,6.9,7.1,"6,9","7,1","7,3","7,5",1º ao 5º ano,3506409.0,False,True,False
490,Bilac,Pública,7.7,6.6,7.2,6.9,7.1,"6,9","7,1","7,3","7,5",1º ao 5º ano,3506409.0,False,True,False
491,Bilac,Pública,5.2,5.5,5.9,5.7,5.8,"6,7","6,9",7,"7,2",6º ao 9º ano,3506409.0,True,False,False
496,Birigui,Estadual,5.4,5.7,5.6,5.6,5.7,"5,8",6,"6,2","6,4",6º ao 9º ano,3506508.0,True,False,False
497,Birigui,Municipal,7.1,7.3,7.4,7.0,7.1,"6,6","6,8",7,"7,2",1º ao 5º ano,3506508.0,False,True,False
498,Birigui,Pública,7.1,7.3,7.4,7.0,7.1,"6,6","6,8",7,"7,2",1º ao 5º ano,3506508.0,False,True,False
499,Birigui,Pública,5.4,5.7,5.6,5.6,5.7,"5,8",6,"6,2","6,4",6º ao 9º ano,3506508.0,True,False,False
502,Biritiba Mirim,Estadual,4.4,4.7,5.0,5.0,4.8,"4,9","5,1","5,4","5,6",6º ao 9º ano,3506607.0,True,False,False
503,Biritiba Mirim,Municipal,5.7,6.1,5.9,5.8,5.6,"5,5","5,7",6,"6,3",1º ao 5º ano,3506607.0,False,True,False
504,Biritiba Mirim,Pública,5.7,6.1,5.9,5.8,5.6,"5,5","5,7",6,"6,3",1º ao 5º ano,3506607.0,False,True,False
505,Biritiba Mirim,Pública,4.4,4.7,5.0,5.0,4.8,"4,9","5,1","5,4","5,6",6º ao 9º ano,3506607.0,True,False,False
508,Boa Esperança do Sul,Municipal,4.1,4.2,4.4,4.4,4.7,5,"5,2","5,5","5,7",6º ao 9º ano,3506706.0,True,False,False
509,Boa Esperança do Sul,Municipal,4.9,5.7,5.4,5.5,5.5,"5,6","5,9","6,1","6,4",1º ao 5º ano,3506706.0,False,True,False
510,Boa Esperança do Sul,Pública,4.9,5.7,5.4,5.5,5.5,"5,6","5,9","6,1","6,4",1º ao 5º ano,3506706.0,False,True,False
511,Boa Esperança do Sul,Pública,4.1,4.2,4.4,4.4,4.7,5,"5,2","5,5","5,7",6º ao 9º ano,3506706.0,True,False,False
514,Bocaina,Estadual,4.5,5.2,5.1,5.3,5.2,"5,4","5,6","5,9","6,1",6º ao 9º ano,3506805.0,True,False,False
515,Bocaina,Municipal,6.2,6.7,6.9,6.2,5.9,"5,9","6,1","6,4","6,6",1º ao 5º ano,3506805.0,False,True,False
516,Bocaina,Pública,6.2,6.7,6.9,6.2,5.9,"5,9","6,1","6,4","6,6",1º ao 5º ano,3506805.0,False,True,False
517,Bocaina,Pública,4.5,5.2,5.1,5.3,5.2,"5,4","5,6","5,9","6,1",6º ao 9º ano,3506805.0,True,False,False
521,Bofete,Estadual,4.2,4.7,6.2,6.0,6.0,"5,7",6,"6,2","6,4",6º ao 9º ano,3506904.0,True,False,False
525,Bofete,Pública,4.4,4.8,5.3,5.1,5.3,"5,1","5,4","5,6","5,9",6º ao 9º ano,3506904.0,True,False,False
529,Boituva,Municipal,5.5,5.4,5.4,5.6,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3507001.0,True,False,False
530,Boituva,Municipal,6.7,7.1,6.8,6.4,6.5,"6,1","6,3","6,6","6,8",1º ao 5º ano,3507001.0,False,True,False
531,Boituva,Pública,6.7,7.1,6.8,6.4,6.5,"6,1","6,3","6,6","6,8",1º ao 5º ano,3507001.0,False,True,False
532,Boituva,Pública,5.5,5.4,5.4,5.6,5.4,"5,4","5,7","5,9","6,1",6º ao 9º ano,3507001.0,True,False,False
535,Bom Jesus dos Perdões,Estadual,4.7,5.2,5.2,5.5,5.2,"5,5","5,8",6,"6,2",6º ao 9º ano,3507100.0,True,False,False
536,Bom Jesus dos Perdões,Municipal,6.6,6.9,6.7,6.1,6.2,"6,3","6,5","6,7","6,9",1º ao 5º ano,3507100.0,False,True,False
537,Bom Jesus dos Perdões,Pública,6.6,6.9,6.7,6.1,6.2,"6,3","6,5","6,7","6,9",1º ao 5º ano,3507100.0,False,True,False
538,Bom Jesus dos Perdões,Pública,4.7,5.2,5.2,5.5,5.2,"5,5","5,8",6,"6,2",6º ao 9º ano,3507100.0,True,False,False
541,Bom Sucesso de Itararé,Estadual,4.5,4.8,5.6,4.9,5.0,"5,2","5,4","5,7","5,9",6º ao 9º ano,3507159.0,True,False,False
542,Bom Sucesso de Itararé,Municipal,6.2,5.7,6.1,6.0,6.0,"5,3","5,6","5,8","6,1",1º ao 5º ano,3507159.0,False,True,False
543,Bom Sucesso de Itararé,Pública,6.2,5.7,6.1,6.0,6.0,"5,3","5,6","5,8","6,1",1º ao 5º ano,3507159.0,False,True,False
544,Bom Sucesso de Itararé,Pública,4.5,4.8,5.6,4.9,5.0,"5,2","5,4","5,7","5,9",6º ao 9º ano,3507159.0,True,False,False
554,Boracéia,Estadual,5.5,5.8,5.6,5.4,5.3,"4,9","5,1","5,4","5,6",6º ao 9º ano,3507308.0,True,False,False
555,Boracéia,Municipal,5.9,6.9,7.0,6.4,6.2,"6,7","6,9","7,1","7,3",1º ao 5º ano,3507308.0,False,True,False
556,Boracéia,Pública,5.9,6.9,7.0,6.4,6.2,5,"5,3","5,6","5,8",1º ao 5º ano,3507308.0,False,True,False
557,Boracéia,Pública,5.5,5.8,5.6,5.4,5.3,"4,9","5,1","5,4","5,6",6º ao 9º ano,3507308.0,True,False,False
560,Borborema,Estadual,6.1,6.4,6.5,6.1,6.1,"6,7","6,9","7,1","7,3",1º ao 5º ano,3507407.0,False,True,False
561,Borborema,Estadual,5.3,5.1,5.3,5.4,5.7,"5,7","5,9","6,1","6,3",6º ao 9º ano,3507407.0,True,False,False
562,Borborema,Pública,6.1,6.4,6.5,6.1,6.1,"6,7","6,9","7,1","7,3",1º ao 5º ano,3507407.0,False,True,False
563,Borborema,Pública,5.3,5.1,5.3,5.4,5.7,"5,7","5,9","6,1","6,3",6º ao 9º ano,3507407.0,True,False,False
567,Borebi,Municipal,6.5,5.7,5.5,5.4,6.4,"5,5","5,8",6,"6,3",1º ao 5º ano,3507456.0,False,True,False
568,Borebi,Pública,6.5,5.7,5.5,5.4,6.4,"5,5","5,8",6,"6,3",1º ao 5º ano,3507456.0,False,True,False
573,Botucatu,Estadual,4.6,4.6,4.8,5.0,4.8,5,"5,3","5,5","5,8",6º ao 9º ano,3507506.0,True,False,False
574,Botucatu,Municipal,4.7,5.3,5.2,5.4,5.6,"4,8","5,1","5,3","5,6",6º ao 9º ano,3507506.0,True,False,False
575,Botucatu,Municipal,6.4,6.6,6.6,6.3,6.3,"6,1","6,3","6,5","6,8",1º ao 5º ano,3507506.0,False,True,False
576,Botucatu,Pública,6.4,6.6,6.6,6.3,6.3,"6,1","6,3","6,5","6,8",1º ao 5º ano,3507506.0,False,True,False
577,Botucatu,Pública,4.6,4.8,4.9,5.1,5.1,5,"5,3","5,5","5,8",6º ao 9º ano,3507506.0,True,False,False
582,Bragança Paulista,Estadual,4.9,5.3,5.4,5.5,5.4,"5,4","5,6","5,8","6,1",6º ao 9º ano,3507605.0,True,False,False
583,Bragança Paulista,Municipal,5.8,6.4,6.3,6.3,6.1,"5,1","5,3","5,6","5,9",1º ao 5º ano,3507605.0,False,True,False
584,Bragança Paulista,Pública,5.8,6.4,6.3,6.3,6.1,"5,9","6,1","6,4","6,6",1º ao 5º ano,3507605.0,False,True,False
585,Bragança Paulista,Pública,4.9,5.3,5.4,5.5,5.4,"5,4","5,6","5,8","6,1",6º ao 9º ano,3507605.0,True,False,False
589,Braúna,Estadual,5.1,5.3,5.3,5.1,5.8,"5,4","5,6","5,9","6,1",6º ao 9º ano,3507704.0,True,False,False
590,Braúna,Municipal,6.1,6.5,6.7,6.0,6.8,"5,8","6,1","6,3","6,6",1º ao 5º ano,3507704.0,False,True,False
591,Braúna,Pública,6.1,6.5,6.7,6.1,6.8,"5,8","6,1","6,3","6,6",1º ao 5º ano,3507704.0,False,True,False
592,Braúna,Pública,5.1,5.3,5.3,5.1,5.8,"5,4","5,6","5,9","6,1",6º ao 9º ano,3507704.0,True,False,False
595,Brejo Alegre,Estadual,4.4,4.5,5.6,5.6,5.4,"4,8",5,"5,3","5,5",6º ao 9º ano,3507753.0,True,False,False
596,Brejo Alegre,Municipal,6.6,7.3,7.3,6.3,7.4,"6,2","6,5","6,7","6,9",1º ao 5º ano,3507753.0,False,True,False
597,Brejo Alegre,Pública,6.6,7.3,7.3,6.3,7.4,"6,2","6,5","6,7","6,9",1º ao 5º ano,3507753.0,False,True,False
598,Brejo Alegre,Pública,4.4,4.5,5.6,5.6,5.4,"4,8",5,"5,3","5,5",6º ao 9º ano,3507753.0,True,False,False
602,Brodowski,Municipal,4.8,5.2,5.0,5.0,5.0,"5,8",6,"6,2","6,4",6º ao 9º ano,3507803.0,True,False,False
603,Brodowski,Municipal,6.1,6.6,6.1,6.2,6.2,"6,1","6,4","6,6","6,8",1º ao 5º ano,3507803.0,False,True,False
604,Brodowski,Pública,6.1,6.6,6.1,6.2,6.2,"6,1","6,4","6,6","6,8",1º ao 5º ano,3507803.0,False,True,False
605,Brodowski,Pública,4.8,4.9,4.9,4.9,4.8,"5,4","5,6","5,9","6,1",6º ao 9º ano,3507803.0,True,False,False
609,Brotas,Estadual,4.8,4.1,4.6,4.8,4.9,5,"5,2","5,5","5,7",6º ao 9º ano,3507902.0,True,False,False
610,Brotas,Municipal,5.8,5.6,5.9,5.7,5.7,6,"6,3","6,5","6,7",6º ao 9º ano,3507902.0,True,False,False
611,Brotas,Municipal,6.6,6.3,6.3,5.7,6.6,"6,1","6,4","6,6","6,8",1º ao 5º ano,3507902.0,False,True,False
612,Brotas,Pública,6.6,6.3,6.3,5.7,6.6,"6,1","6,4","6,6","6,8",1º ao 5º ano,3507902.0,False,True,False
613,Brotas,Pública,5.1,4.8,5.0,5.1,5.2,5,"5,2","5,5","5,7",6º ao 9º ano,3507902.0,True,False,False
616,Buri,Municipal,4.4,4.7,5.0,5.0,5.3,5,"5,2","5,5","5,7",6º ao 9º ano,3508009.0,True,False,False
617,Buri,Municipal,6.1,6.2,6.4,5.9,6.6,"5,7","5,9","6,2","6,4",1º ao 5º ano,3508009.0,False,True,False
618,Buri,Pública,6.1,6.2,6.4,5.9,6.6,"5,7","5,9","6,2","6,4",1º ao 5º ano,3508009.0,False,True,False
619,Buri,Pública,4.4,4.7,5.0,5.0,5.3,5,"5,2","5,5","5,7",6º ao 9º ano,3508009.0,True,False,False
622,Buritama,Estadual,5.5,5.5,5.7,5.4,5.3,"5,4","5,6","5,9","6,1",6º ao 9º ano,3508108.0,True,False,False
623,Buritama,Municipal,7.3,6.7,6.7,6.3,6.6,"5,8","6,1","6,3","6,6",1º ao 5º ano,3508108.0,False,True,False
624,Buritama,Pública,7.3,6.7,6.7,6.3,6.6,"5,8","6,1","6,3","6,6",1º ao 5º ano,3508108.0,False,True,False
625,Buritama,Pública,5.5,5.5,5.7,5.4,5.3,"5,4","5,6","5,9","6,1",6º ao 9º ano,3508108.0,True,False,False
634,Cabrália Paulista,Estadual,4.0,4.3,4.9,5.1,5.2,"4,6","4,9","5,2","5,4",6º ao 9º ano,3508306.0,True,False,False
635,Cabrália Paulista,Municipal,5.9,6.9,6.7,5.6,6.2,"5,9","6,2","6,4","6,6",1º ao 5º ano,3508306.0,False,True,False
636,Cabrália Paulista,Pública,5.9,6.9,6.7,5.6,6.2,"5,9","6,2","6,4","6,6",1º ao 5º ano,3508306.0,False,True,False
637,Cabrália Paulista,Pública,4.0,4.3,4.9,5.1,5.2,"4,6","4,9","5,2","5,4",6º ao 9º ano,3508306.0,True,False,False
641,Cabreúva,Estadual,4.9,4.9,5.3,5.5,5.3,"5,4","5,7","5,9","6,1",6º ao 9º ano,3508405.0,True,False,False
642,Cabreúva,Municipal,6.2,6.5,6.3,6.5,6.6,"5,9","6,1","6,4","6,6",1º ao 5º ano,3508405.0,False,True,False
643,Cabreúva,Pública,6.2,6.5,6.3,6.5,6.6,"6,4","6,7","6,9","7,1",1º ao 5º ano,3508405.0,False,True,False
644,Cabreúva,Pública,4.9,4.9,5.3,5.5,5.3,"5,4","5,7","5,9","6,1",6º ao 9º ano,3508405.0,True,False,False
648,Caçapava,Estadual,4.6,4.7,5.2,5.3,5.2,"5,2","5,5","5,7","5,9",6º ao 9º ano,3508504.0,True,False,False
650,Caçapava,Municipal,6.2,6.2,6.1,5.6,6.1,"5,6","5,8","6,1","6,3",1º ao 5º ano,3508504.0,False,True,False
651,Caçapava,Pública,6.2,6.2,6.1,5.6,6.1,"5,9","6,2","6,4","6,6",1º ao 5º ano,3508504.0,False,True,False
652,Caçapava,Pública,4.6,4.6,5.2,5.3,5.1,"5,2","5,4","5,7","5,9",6º ao 9º ano,3508504.0,True,False,False
655,Cachoeira Paulista,Estadual,4.8,5.1,5.2,5.2,5.3,"4,8",5,"5,3","5,5",6º ao 9º ano,3508603.0,True,False,False
657,Cachoeira Paulista,Municipal,5.1,5.9,6.1,6.1,5.8,"5,5","5,8","6,1","6,3",1º ao 5º ano,3508603.0,False,True,False
658,Cachoeira Paulista,Pública,5.1,5.9,6.1,6.1,5.8,"5,5","5,8","6,1","6,3",1º ao 5º ano,3508603.0,False,True,False
659,Cachoeira Paulista,Pública,4.7,4.9,5.0,5.1,5.1,"4,8","5,1","5,3","5,6",6º ao 9º ano,3508603.0,True,False,False
663,Caconde,Estadual,4.9,4.9,5.1,5.0,5.2,"5,6","5,9","6,1","6,3",6º ao 9º ano,3508702.0,True,False,False
664,Caconde,Municipal,6.5,6.7,6.8,6.7,6.5,"5,8","6,1","6,3","6,6",1º ao 5º ano,3508702.0,False,True,False
665,Caconde,Pública,6.5,6.5,6.6,6.4,6.4,"5,8","6,1","6,3","6,6",1º ao 5º ano,3508702.0,False,True,False
666,Caconde,Pública,4.9,4.9,5.1,5.0,5.2,"5,6","5,9","6,1","6,3",6º ao 9º ano,3508702.0,True,False,False
670,Cafelândia,Estadual,4.5,4.5,4.8,5.0,5.0,"5,4","5,6","5,9","6,1",6º ao 9º ano,3508801.0,True,False,False
671,Cafelândia,Municipal,5.6,6.1,6.3,5.5,6.2,"5,3","5,6","5,8","6,1",1º ao 5º ano,3508801.0,False,True,False
672,Cafelândia,Pública,5.5,6.1,6.3,5.6,6.1,"6,1","6,4","6,6","6,8",1º ao 5º ano,3508801.0,False,True,False
673,Cafelândia,Pública,4.5,4.5,4.8,5.0,5.0,"5,4","5,6","5,9","6,1",6º ao 9º ano,3508801.0,True,False,False
678,Caiabu,Municipal,6.1,6.5,6.5,6.1,5.8,"5,8","6,1","6,3","6,5",1º ao 5º ano,3508900.0,False,True,False
679,Caiabu,Pública,6.1,6.5,6.5,6.1,5.8,"5,8","6,1","6,3","6,5",1º ao 5º ano,3508900.0,False,True,False
