,NOME,FASE,TURMA,INSTITUICAO_ENSINO_ALUNO,SINALIZADOR_INGRESSANTE,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,REC_EQUIPE_1,REC_EQUIPE_2,REC_EQUIPE_3,REC_EQUIPE_4,PONTO_VIRADA,IPV,IAN,NIVEL_IDEAL,DEFASAGEM,ANO
646,ALUNO-647,2.0,R,Escola Pública,Veterano,Quartzo,3.868,9.5,1.7,5.0,0.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.3,5.0,Nível 3 (7o e 8o ano),-1.0,2021
652,ALUNO-653,0.0,M,Escola Pública,Ingressante,Ametista,6.942,9.0,5.8,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0,2021
656,ALUNO-657,2.0,P,Escola Pública,Veterano,Ametista,8.046,9.5,6.3,7.5,8.5,9.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Sim,10.0,5.0,Nível 3 (7o e 8o ano),-1.0,2021
657,ALUNO-658,0.0,N,Escola Pública,Ingressante,Ágata,5.615,9.5,4.2,7.5,2.8,7.8,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,2021
658,ALUNO-659,3.0,B,Escola Pública,Veterano,Quartzo,5.348,8.3,3.6,7.5,1.3,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.1,10.0,Nível 3 (7o e 8o ano),0.0,2021
659,ALUNO-660,5.0,B,Escola Pública,Ingressante,Quartzo,5.336,8.3,4.7,0.0,5.3,7.9,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Não,6.0,5.0,Nível 7 (3o EM),-2.0,2021
662,ALUNO-663,2.0,D,Escola Pública,Veterano,Quartzo,5.479,7.8,2.9,7.5,3.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.2,10.0,Nível 2 (5o e 6o ano),0.0,2021
663,ALUNO-664,5.0,A,Rede Decisão,Veterano,Topázio,8.681,10.0,8.6,7.5,9.3,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.9,5.0,Nível 6 (2o EM),-1.0,2021
667,ALUNO-668,2.0,J,Escola Pública,Veterano,Ágata,6.722,8.0,5.8,7.5,4.5,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,6.8,10.0,Nível 2 (5o e 6o ano),0.0,2021
669,ALUNO-670,6.0,A,Rede Decisão,Veterano,Ametista,7.872,7.9,7.5,7.5,7.9,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.2,5.0,Nível 7 (3o EM),-1.0,2021
670,ALUNO-671,1.0,E,Escola Pública,Veterano,Ametista,7.963,9.0,9.6,6.3,7.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.5,5.0,Nível 2 (5o e 6o ano),-1.0,2021
671,ALUNO-672,1.0,N,Escola Pública,Veterano,Quartzo,5.411,9.5,3.3,7.5,2.3,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-1.0,2021
674,ALUNO-675,5.0,B,Escola Pública,Ingressante,Quartzo,4.6,8.3,2.8,7.5,0.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Não,3.6,10.0,Nível 5 (1o EM),0.0,2021
680,ALUNO-681,2.0,C,Escola Pública,Veterano,Ágata,6.842,8.5,6.3,6.9,6.6,7.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.5,5.0,Nível 4 (9o ano),-2.0,2021
681,ALUNO-682,1.0,N,Escola Pública,Veterano,Ametista,8.04,8.0,9.6,7.5,7.3,8.1,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,2021
684,ALUNO-685,0.0,P,Escola Pública,Veterano,Ágata,6.048,8.5,5.0,6.3,4.7,7.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.1,5.0,Nível 1 (4o ano),-1.0,2021
685,ALUNO-686,0.0,P,Escola Pública,Veterano,Ametista,6.917,9.5,5.8,7.5,6.5,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 2 (5o e 6o ano),-2.0,2021
686,ALUNO-687,3.0,C,Escola Pública,Ingressante,Quartzo,5.101,6.7,5.0,7.5,2.0,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 5 (1o EM),-2.0,2021
687,ALUNO-688,7.0,A,Escola Pública,Veterano,Ametista,7.738,8.3,9.7,5.6,8.3,7.8,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.3,5.0,Nível 8 (Universitários),-1.0,2021
688,ALUNO-689,2.0,B,Rede Decisão,Veterano,Ametista,7.908,8.5,9.2,7.5,7.9,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,2021
689,ALUNO-690,0.0,N,Escola Pública,Ingressante,Ágata,6.042,9.0,8.3,0.0,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,2021
692,ALUNO-693,0.0,P,Escola Pública,Veterano,Ágata,6.675,8.5,5.0,7.5,5.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,2021
693,ALUNO-694,0.0,Q,Escola Pública,Ingressante,Topázio,8.665,9.5,10.0,7.5,7.3,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.7,10.0,ALFA  (2o e 3o ano),0.0,2021
694,ALUNO-695,0.0,J,Escola Pública,Veterano,Topázio,8.263,10.0,10.0,7.5,7.1,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.3,5.0,Nível 1 (4o ano),-1.0,2021
697,ALUNO-698,6.0,A,Escola Pública,Veterano,Ametista,7.294,7.9,8.1,5.6,7.2,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.9,5.0,Nível 7 (3o EM),-1.0,2021
699,ALUNO-700,2.0,I,Escola Pública,Veterano,Ágata,6.197,9.5,4.6,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
702,ALUNO-703,3.0,F,Escola Pública,Veterano,Ametista,7.106,9.2,6.7,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.9,5.0,Nível 4 (9o ano),-1.0,2021
705,ALUNO-706,2.0,I,Escola Pública,Veterano,Ametista,7.213,10.0,6.3,7.5,6.9,7.7,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
706,ALUNO-707,2.0,C,Escola Pública,Veterano,Ágata,6.814,9.5,7.1,7.5,5.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,2.5,Nível 5 (1o EM),-3.0,2021
707,ALUNO-708,1.0,E,Escola Pública,Veterano,Ametista,7.286,9.0,9.2,7.5,5.1,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,2021
708,ALUNO-709,1.0,R,Escola Pública,Ingressante,Ametista,7.449,8.5,8.3,7.5,5.8,8.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,2021
709,ALUNO-710,2.0,B,Rede Decisão,Veterano,Topázio,8.713,9.5,9.2,7.5,8.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,2021
712,ALUNO-713,2.0,R,Escola Pública,Veterano,Quartzo,5.129,0.0,6.3,6.9,2.6,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
715,ALUNO-716,2.0,G,Escola Pública,Veterano,Ametista,6.911,8.5,6.3,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,2021
716,ALUNO-717,3.0,R,Escola Pública,Ingressante,Quartzo,5.494,8.8,4.7,7.5,3.3,7.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 4 (9o ano),-1.0,2021
720,ALUNO-721,2.0,I,Escola Pública,Veterano,Quartzo,5.029,9.5,3.8,5.6,2.5,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 3 (7o e 8o ano),-1.0,2021
721,ALUNO-722,1.0,M,Escola Pública,Ingressante,Topázio,8.271,10.0,10.0,7.5,6.9,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,2021
724,ALUNO-725,2.0,M,Escola Pública,Veterano,Quartzo,2.767,0.0,0.4,7.5,0.0,7.5,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,3.4,5.0,Nível 3 (7o e 8o ano),-1.0,2021
725,ALUNO-726,0.0,M,Escola Pública,Ingressante,Ágata,5.981,8.4,4.2,7.5,3.4,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,10.0,ALFA  (2o e 3o ano),0.0,2021
728,ALUNO-729,4.0,E,Escola Pública,Ingressante,Ágata,5.686,6.7,3.9,7.5,5.8,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.4,5.0,Nível 5 (1o EM),-1.0,2021
729,ALUNO-730,5.0,F,Rede Decisão,Ingressante,Ágata,5.69,8.3,4.4,5.0,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.3,5.0,Nível 6 (2o EM),-1.0,2021
731,ALUNO-732,5.0,L,Rede Decisão,Veterano,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.7,10.0,Nível 5 (1o EM),0.0,2021
732,ALUNO-733,3.0,L,Rede Decisão,Veterano,Ametista,6.89,8.8,6.4,6.3,4.4,7.7,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 3 (7o e 8o ano),0.0,2021
735,ALUNO-736,0.0,N,Escola Pública,Ingressante,Quartzo,5.113,9.0,5.0,0.0,3.6,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,10.0,ALFA  (2o e 3o ano),0.0,2021
736,ALUNO-737,2.0,N,Escola Pública,Veterano,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,2021
737,ALUNO-738,3.0,J,Rede Decisão,Veterano,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 3 (7o e 8o ano),0.0,2021
738,ALUNO-739,3.0,A,Rede Decisão,Veterano,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 4 (9o ano),-1.0,2021
739,ALUNO-740,0.0,P,Escola Pública,Veterano,Ágata,6.421,9.0,5.8,7.5,4.2,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.6,5.0,Nível 2 (5o e 6o ano),-2.0,2021
740,ALUNO-741,5.0,B,Escola Pública,Ingressante,Ametista,7.002,8.8,4.4,7.5,6.2,8.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.3,10.0,Nível 5 (1o EM),0.0,2021
741,ALUNO-742,3.0,G,Escola Pública,Ingressante,Ametista,7.36,7.5,6.1,7.5,6.8,7.7,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.5,10.0,Nível 3 (7o e 8o ano),0.0,2021
742,ALUNO-743,1.0,J,Escola Pública,Veterano,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 1 (4o ano),0.0,2021
745,ALUNO-746,2.0,G,Rede Decisão,Veterano,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.4,10.0,Nível 2 (5o e 6o ano),0.0,2021
746,ALUNO-747,4.0,E,Escola Pública,Veterano,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Sim,9.3,10.0,Nível 4 (9o ano),0.0,2021
747,ALUNO-748,0.0,Q,Escola Pública,Ingressante,Ametista,7.985,10.0,10.0,7.5,6.4,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,2021
748,ALUNO-749,4.0,G,Escola Pública,Veterano,Ágata,6.508,6.3,5.0,7.5,7.6,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,6.8,5.0,Nível 5 (1o EM),-1.0,2021
752,ALUNO-753,4.0,E,Escola Pública,Veterano,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.1,10.0,Nível 3 (7o e 8o ano),1.0,2021
754,ALUNO-755,4.0,G,Rede Decisão,Veterano,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,10.0,Nível 4 (9o ano),0.0,2021
756,ALUNO-757,3.0,A,Escola Pública,Veterano,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.1,5.0,Nível 4 (9o ano),-1.0,2021
757,ALUNO-758,2.0,K,Escola Pública,Veterano,Ametista,6.983,8.5,5.4,7.5,6.5,8.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,2021
759,ALUNO-760,0.0,P,Escola Pública,Veterano,Ametista,7.36,8.0,5.8,7.5,6.8,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,10.0,ALFA  (2o e 3o ano),0.0,2021
762,ALUNO-763,1.0,F,Escola Pública,Ingressante,Ágata,6.546,7.5,7.1,7.5,3.2,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.5,5.0,Nível 2 (5o e 6o ano),-1.0,2021
765,ALUNO-766,5.0,A,Escola Pública,Ingressante,Ametista,7.44,9.2,7.5,7.5,6.5,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.4,5.0,Nível 6 (2o EM),-1.0,2021
767,ALUNO-768,3.0,G,Rede Decisão,Veterano,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 5 (1o EM),-2.0,2021
768,ALUNO-769,3.0,B,Escola Pública,Ingressante,Topázio,8.401,9.6,7.2,7.5,8.5,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 3 (7o e 8o ano),0.0,2021
772,ALUNO-773,2.0,F,Rede Decisão,Veterano,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
774,ALUNO-775,2.0,A,Escola Pública,Ingressante,Topázio,9.211,9.5,10.0,7.5,8.9,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,10.0,Nível 2 (5o e 6o ano),0.0,2021
775,ALUNO-776,3.0,R,Escola Pública,Veterano,Quartzo,5.424,7.9,4.2,7.5,3.9,6.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 5 (1o EM),-2.0,2021
776,ALUNO-777,2.0,D,Escola Pública,Veterano,Quartzo,5.5,8.0,3.8,7.5,4.3,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,2.5,Nível 5 (1o EM),-3.0,2021
780,ALUNO-781,3.0,M,Escola Pública,Veterano,Quartzo,5.45,8.8,3.1,7.5,3.3,6.7,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.4,10.0,Nível 3 (7o e 8o ano),0.0,2021
782,ALUNO-783,2.0,K,Escola Pública,Veterano,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,2021
783,ALUNO-784,2.0,G,Rede Decisão,Ingressante,Topázio,8.533,9.5,9.2,8.8,7.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Sim,9.7,5.0,Nível 3 (7o e 8o ano),-1.0,2021
785,ALUNO-786,5.0,F,Escola Pública,Veterano,Quartzo,5.341,7.1,6.1,5.0,3.3,7.2,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.1,5.0,Nível 7 (3o EM),-2.0,2021
789,ALUNO-790,4.0,A,Rede Decisão,Veterano,Topázio,8.65,10.0,8.3,7.5,7.5,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,10.0,Nível 4 (9o ano),0.0,2021
791,ALUNO-792,2.0,I,Escola Pública,Veterano,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.8,5.0,Nível 3 (7o e 8o ano),-1.0,2021
792,ALUNO-793,1.0,E,Escola Pública,Veterano,Ágata,6.506,8.0,7.9,7.5,3.9,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,2021
793,ALUNO-794,3.0,L,Rede Decisão,Veterano,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.1,2.5,Nível 6 (2o EM),-3.0,2021
795,ALUNO-796,4.0,E,Escola Pública,Veterano,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,4.2,10.0,Nível 4 (9o ano),0.0,2021
796,ALUNO-797,2.0,R,Escola Pública,Veterano,Quartzo,2.468,0.0,0.4,6.3,0.0,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.1,2.5,Nível 6 (2o EM),-4.0,2021
797,ALUNO-798,3.0,R,Escola Pública,Ingressante,Ametista,7.25,9.2,7.5,7.5,6.5,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 4 (9o ano),-1.0,2021
801,ALUNO-802,0.0,Q,Escola Pública,Ingressante,Topázio,9.046,9.5,10.0,7.5,7.9,8.8,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.4,10.0,ALFA  (2o e 3o ano),0.0,2021
802,ALUNO-803,0.0,K,Escola Pública,Veterano,Ametista,7.133,8.5,6.7,7.5,6.6,8.8,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 1 (4o ano),-1.0,2021
804,ALUNO-805,1.0,J,Escola Pública,Ingressante,Ametista,6.993,8.5,5.8,7.5,5.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.9,10.0,Nível 1 (4o ano),0.0,2021
806,ALUNO-807,1.0,E,Escola Pública,Veterano,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.8,10.0,Nível 1 (4o ano),0.0,2021
808,ALUNO-809,1.0,G,Escola Pública,Ingressante,Quartzo,4.769,10.0,2.5,7.5,0.0,7.2,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,5.0,Nível 2 (5o e 6o ano),-1.0,2021
810,ALUNO-811,2.0,B,Rede Decisão,Veterano,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,2021
811,ALUNO-812,0.0,Q,Escola Pública,Ingressante,Ametista,8.075,10.0,10.0,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-2.0,2021
812,ALUNO-813,2.0,F,Escola Pública,Veterano,Ametista,7.275,9.0,7.5,7.5,3.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.8,10.0,Nível 2 (5o e 6o ano),0.0,2021
813,ALUNO-814,2.0,E,Escola Pública,Veterano,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.6,5.0,Nível 3 (7o e 8o ano),-1.0,2021
816,ALUNO-817,2.0,C,Escola Pública,Veterano,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,2.5,Nível 5 (1o EM),-3.0,2021
817,ALUNO-818,0.0,O,Escola Pública,Ingressante,Ametista,6.958,8.0,6.7,7.5,4.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,10.0,ALFA  (2o e 3o ano),0.0,2021
819,ALUNO-820,5.0,B,Rede Decisão,Veterano,Ametista,8.073,8.8,6.1,7.5,8.2,8.6,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.7,10.0,Nível 5 (1o EM),0.0,2021
821,ALUNO-822,0.0,T,Escola Pública,Ingressante,Topázio,8.758,9.5,10.0,7.5,6.6,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,2021
822,ALUNO-823,2.0,N,Rede Decisão,Veterano,Ametista,7.207,8.5,7.1,7.5,3.9,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,2021
823,ALUNO-824,1.0,M,Escola Pública,Veterano,Ametista,7.76,9.0,10.0,7.5,4.9,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.1,5.0,Nível 2 (5o e 6o ano),-1.0,2021
824,ALUNO-825,3.0,M,Escola JP II,Veterano,Quartzo,4.286,7.9,2.8,6.3,1.2,6.3,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,2021
825,ALUNO-826,2.0,L,Escola Pública,Veterano,Quartzo,4.186,0.0,2.5,7.5,1.0,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 3 (7o e 8o ano),-1.0,2021
826,ALUNO-827,0.0,S,Escola Pública,Ingressante,Ágata,6.733,9.0,5.0,7.5,6.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.2,5.0,Nível 1 (4o ano),-1.0,2021
827,ALUNO-828,5.0,L,Rede Decisão,Veterano,Ametista,7.482,9.2,7.5,7.5,7.3,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,7.7,5.0,Nível 6 (2o EM),-1.0,2021
828,ALUNO-829,3.0,F,Escola Pública,Veterano,Ágata,6.418,10.0,3.9,7.5,3.6,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 3 (7o e 8o ano),0.0,2021
829,ALUNO-830,5.0,B,Rede Decisão,Veterano,Topázio,8.506,10.0,7.8,7.5,7.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.8,10.0,Nível 4 (9o ano),1.0,2021
830,ALUNO-831,1.0,M,Escola Pública,Veterano,Ametista,7.351,9.5,10.0,7.5,3.6,7.7,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,2021
832,ALUNO-833,0.0,K,Escola Pública,Ingressante,Ágata,5.825,8.5,8.3,4.4,4.4,2.5,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,2021
833,ALUNO-834,3.0,H,Escola Pública,Ingressante,Quartzo,5.506,6.7,3.1,6.9,5.8,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 4 (9o ano),-1.0,2021
834,ALUNO-835,2.0,M,Escola Pública,Veterano,Quartzo,4.335,0.0,5.4,5.6,1.6,7.8,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,5.4,5.0,Nível 3 (7o e 8o ano),-1.0,2021
837,ALUNO-838,6.0,A,Rede Decisão,Veterano,Ágata,6.315,7.5,7.2,2.5,5.3,7.7,Alocado em Fase anterior,Promovido de Fase,Não avaliado,Mantido na Fase atual,Não,5.2,10.0,Nível 6 (2o EM),0.0,2021
839,ALUNO-840,0.0,K,Escola Pública,Veterano,Ágata,6.598,9.0,8.3,4.4,6.6,5.3,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,2021
